Emp. Bernstein for CIPS,ESLB,Implicit Exploration Bound,L = 1 Emp. SM for CIPS,LS Bound,dataset,temp_0,temp
1.0,1.0,0.9147359054094861,0.8715609720677793,0.8708122679666377,arrhythmia,0.2,0.3
1.0,1.0,0.6252227363882841,0.5034198982510886,0.4200038456246172,arrhythmia,0.3,0.4
1.0,1.0,0.7187920335932172,0.6834304515751813,0.5095026061389575,arrhythmia,0.25,0.4
1.0,1.0,0.8643927498662128,0.7366577408226789,0.6275086316607479,arrhythmia,0.2,0.4
1.0,1.0,0.6844603522795618,0.4969052494114644,0.4402426425628624,arrhythmia,0.3,0.5
1.0,1.0,0.9906531607112187,0.8420320820799908,0.8398400578572098,arrhythmia,0.25,0.5
1.0,1.0,0.8128851214859746,0.6604464083596064,0.35858546454797224,arrhythmia,0.2,0.5
0.5850239598888621,0.7501702315338475,0.24320495977643575,0.28515919781987786,0.22574029545583038,eating,0.3,0.1
0.6303367985121164,0.8336542396098634,0.35940804788570485,0.36955478973027084,0.3492495874838678,eating,0.25,0.1
0.6504610947611311,1.0,0.3181758643140052,0.37342645216135617,0.2855501923866053,eating,0.2,0.1
0.5649201025799779,0.757079630334744,0.21073292401519877,0.2535997482495111,0.18881684444069644,eating,0.3,0.2
0.6195594383934404,0.8946802192465277,0.23925967262041578,0.3100564085900297,0.21012805217376526,eating,0.25,0.2
0.6473755398445995,1.0,0.353806444122352,0.37754551759945554,0.3329460049753498,eating,0.2,0.2
0.6283014532371564,0.7602393896649831,0.24753941369736956,0.2642831520963842,0.21955163843098713,eating,0.3,0.3
0.6654848299147712,0.8769766699282532,0.2481116198519234,0.3037669220678801,0.20772596011662678,eating,0.25,0.3
0.7107245852287926,1.0,0.37642168514123425,0.39681551398212234,0.3501839089416145,eating,0.2,0.3
0.733658237587426,0.8280542421490087,0.30066166544493317,0.29506494495532654,0.2632857844176395,eating,0.3,0.4
0.7791870034895558,0.9124042799058707,0.3153792448435762,0.3396360796163548,0.2702381595972939,eating,0.25,0.4
0.7604045281697107,1.0,0.4531879672619056,0.44605934854094575,0.4459365217483664,eating,0.2,0.4
0.8277624606486219,0.8762072145331369,0.3415466049688216,0.32029304271547226,0.30065872267611365,eating,0.3,0.5
0.908057522918219,1.0,0.4463831659279805,0.4410006453969538,0.42637949215374954,eating,0.25,0.5
0.9105830449164589,1.0,0.3454217341920535,0.38898457186886165,0.2378617447601337,eating,0.2,0.5
0.6693573985125124,0.771998975283812,0.3043330729805765,0.3378279939070808,0.29079656338646986,eating,0.3,0.1
0.5578529835537233,0.93370941553804,0.055815415813508996,0.22909935030441406,0.005603526327949954,eating,0.25,0.1
0.6675061964542961,1.0,0.2514246645083127,0.3477597897931524,0.20156173660189347,eating,0.2,0.1
0.5125222775529737,0.7872602439944745,0.10783229295393792,0.17572114887466672,0.07733256151162454,eating,0.3,0.2
0.6604291451110197,0.8933475663810564,0.26131362677785985,0.3218372210483974,0.23361069593916112,eating,0.25,0.2
0.6846827681829829,1.0,0.3066431973699357,0.3654212505264445,0.26714479904244365,eating,0.2,0.2
0.6715785871547431,0.8367522857629411,0.26290318633658355,0.2759203810540112,0.2274886006003586,eating,0.3,0.3
0.7470863057124545,0.9163250278684121,0.34208918256997217,0.3674559490936286,0.3050500383132094,eating,0.25,0.3
0.7007632923419488,1.0,0.2270401053872634,0.31245015035446744,0.10983638060722985,eating,0.2,0.3
0.7907761944373023,0.828585781657313,0.3819596474589114,0.36177537384249553,0.3473235157081517,eating,0.3,0.4
0.8098758943633771,1.0,0.3194287921438223,0.33961549654614465,0.24820850687594742,eating,0.25,0.4
0.8097612229503596,1.0,0.37622804196355586,0.3661523266645437,0.26125960895582473,eating,0.2,0.4
0.8871325580276946,0.9695384910257404,0.47251002932359226,0.44452818722253556,0.44099215033427097,eating,0.3,0.5
0.8925382908996204,1.0,0.3957173604515438,0.3578329585671221,0.3126595951629954,eating,0.25,0.5
0.9010358551895401,1.0,0.4581113412045934,0.3949285135041522,0.3383804515970631,eating,0.2,0.5
0.7891442403776711,1.0,0.4541195931864543,0.4594605390132095,0.44868047533629474,eating,0.3,0.1
0.7122379685411538,1.0,0.2953340993627496,0.35139399522332687,0.27634842731794557,eating,0.25,0.1
0.698261082059373,1.0,0.4216233181427195,0.41734044467696374,0.4170653847900049,eating,0.2,0.1
0.7098325792733917,0.8897693439368787,0.28382513603723264,0.3226945953974692,0.2629479118061355,eating,0.3,0.2
0.7250010637297728,0.9851048312575218,0.3037765073346097,0.353535287904105,0.27969446255085484,eating,0.25,0.2
0.7088617165426675,1.0,0.23799724065715197,0.337888441619159,0.17322165824114052,eating,0.2,0.2
0.6909012834681174,0.8077543360530626,0.24697470938512803,0.25796514746533655,0.20509406598493124,eating,0.3,0.3
0.784262081994087,1.0,0.34506898349398146,0.3686782821858912,0.3005543774492176,eating,0.25,0.3
0.7652976918165426,1.0,0.3496630546519247,0.36237517113279855,0.25163012689008724,eating,0.2,0.3
0.7147038653177034,0.8446869749063158,0.2625185022812169,0.2215019067292109,0.18100836258121433,eating,0.3,0.4
0.7590219210106557,1.0,0.26289056327107985,0.258598949442081,0.14236873829335467,eating,0.25,0.4
0.8540692292861646,1.0,0.4569223943238363,0.40478062352330285,0.34777483202379383,eating,0.2,0.4
0.8043130545763039,0.9389738260380328,0.3280723871420974,0.26037252804770394,0.23292061861993524,eating,0.3,0.5
0.8353567396166568,0.974221026478013,0.2929081018852597,0.2662094525626885,0.15949460980454674,eating,0.25,0.5
0.9024853946179452,1.0,0.43998129522485335,0.3566312679185421,0.2439677950209365,eating,0.2,0.5
0.7769939228630673,0.9949223764104226,0.3040282056099757,0.4214566642912789,0.2744240016101763,balance-scale,0.3,0.1
0.9155464590003953,1.0,0.41267809432314073,0.546303129987291,0.374982389878005,balance-scale,0.25,0.1
0.9721201006718949,1.0,0.6123885900774321,0.6507547312837291,0.5906903038831623,balance-scale,0.2,0.1
0.7575112746856284,0.9523469491237668,0.27853964009229976,0.4022895220535005,0.24478658553135937,balance-scale,0.3,0.2
0.8984438451603557,1.0,0.36950369614104805,0.5236728736992395,0.3236514592229725,balance-scale,0.25,0.2
0.9692754121896233,1.0,0.605895631264545,0.6438042866875178,0.583411018763061,balance-scale,0.2,0.2
0.8963509262026822,0.9984194985364534,0.43480259676819744,0.5007706575861897,0.409447626561648,balance-scale,0.3,0.3
0.9169466610039442,1.0,0.37485265312810956,0.5205003238929892,0.3211514179643562,balance-scale,0.25,0.3
0.9700409399586278,1.0,0.6802289793269642,0.6778496992370604,0.6776296974302697,balance-scale,0.2,0.3
0.8246105611632498,0.9952757642284877,0.3324647569264673,0.4094025401867653,0.28543429804628545,balance-scale,0.3,0.4
1.0,1.0,0.4790016655433792,0.5727471382494662,0.43206067035385143,balance-scale,0.25,0.4
1.0,1.0,0.446509542372042,0.5917215384848454,0.33686992465794074,balance-scale,0.2,0.4
0.9807711242624936,1.0,0.4760742877459878,0.5096952292266951,0.4378435130559033,balance-scale,0.3,0.5
0.9580445313432554,1.0,0.3541944105324994,0.4878292118375544,0.26564645933787173,balance-scale,0.25,0.5
1.0,1.0,0.6451545280627479,0.6768508108821066,0.6114897162644772,balance-scale,0.2,0.5
0.8604790036012864,1.0,0.34596152155010074,0.4555493222203011,0.31993056371809936,balance-scale,0.3,0.1
0.995338351451313,1.0,0.49305058700673327,0.5921275360133352,0.4657347516861459,balance-scale,0.25,0.1
0.9952347128396315,1.0,0.6910065551400706,0.6894507228641347,0.6892023007664728,balance-scale,0.2,0.1
0.7045866790111397,1.0,0.1647650788026042,0.32348866602914134,0.12174262409320181,balance-scale,0.3,0.2
0.9944828722544803,1.0,0.48935321172711527,0.5865359100665021,0.46035660929380795,balance-scale,0.25,0.2
1.0,1.0,0.48448433529417567,0.6148521130093871,0.414024187224483,balance-scale,0.2,0.2
0.9109604688955806,1.0,0.40280836923658775,0.47458998148885845,0.3740169173110348,balance-scale,0.3,0.3
0.9587191119800804,1.0,0.3597161461169658,0.5211194528786249,0.30175654727781087,balance-scale,0.25,0.3
1.0,1.0,0.6305224064913368,0.6714135609946091,0.6036086112174771,balance-scale,0.2,0.3
0.9588113164325069,1.0,0.4344621938562404,0.48876347596979364,0.3989498798485517,balance-scale,0.3,0.4
1.0,1.0,0.5165190659651009,0.5869454894347658,0.4641802042705413,balance-scale,0.25,0.4
1.0,1.0,0.5830133853541115,0.6614403582996277,0.5230818918111009,balance-scale,0.2,0.4
0.8815911044485524,1.0,0.3463185551029361,0.37807085113433087,0.28072861580567643,balance-scale,0.3,0.5
1.0,1.0,0.4346487200757319,0.5425986999274267,0.3634747372218819,balance-scale,0.25,0.5
1.0,1.0,0.6578671695477734,0.6925202396843403,0.6221181740935571,balance-scale,0.2,0.5
0.9114738491722053,1.0,0.3306065569631699,0.4551008868358111,0.30290072658931355,balance-scale,0.3,0.1
1.0,1.0,0.4213891809846652,0.561774592295894,0.3841550053988651,balance-scale,0.25,0.1
1.0,1.0,0.6888924135678632,0.6875066956092978,0.6872479788448497,balance-scale,0.2,0.1
1.0,1.0,0.47239740780595896,0.5438346302221498,0.45411882192681946,balance-scale,0.3,0.2
1.0,1.0,0.5688472794386555,0.6512157972019347,0.5453746259314836,balance-scale,0.25,0.2
1.0,1.0,0.6931082423634244,0.6916433665786106,0.6913933394678957,balance-scale,0.2,0.2
1.0,1.0,0.5961468307429101,0.6215363136156383,0.5796876246352104,balance-scale,0.3,0.3
1.0,1.0,0.4814361831275973,0.5715962170800595,0.4324831142893856,balance-scale,0.25,0.3
1.0,1.0,0.49160496133414794,0.6263041482333123,0.3995022798862596,balance-scale,0.2,0.3
0.9116140151254399,1.0,0.32773971203008245,0.4058520710172921,0.26985121254140243,balance-scale,0.3,0.4
1.0,1.0,0.37914053986593954,0.5114373908124394,0.30877755748867736,balance-scale,0.25,0.4
1.0,1.0,0.6453320255045133,0.661125957795489,0.5827984434846208,balance-scale,0.2,0.4
0.8177284284523624,1.0,0.234848506114489,0.2858777835449921,0.14848201279215426,balance-scale,0.3,0.5
1.0,1.0,0.49047774564842866,0.5127297386751644,0.38098150131523867,balance-scale,0.25,0.5
1.0,1.0,0.4315319796501974,0.5580999219688445,0.2435877236993381,balance-scale,0.2,0.5
0.6250756618049949,0.7508084637301278,0.3194136073264567,0.3105586618790425,0.30919203634176845,micro-mass,0.3,0.1
0.5642105193372153,0.9222084505711093,0.1601908125759436,0.20851319192096063,0.12763741205727017,micro-mass,0.25,0.1
0.6191106077146429,1.0,0.25219910307098753,0.2868572152182148,0.2169511870453084,micro-mass,0.2,0.1
0.6327952314904197,0.821020647071338,0.17441476228257427,0.21553205261082578,0.13834961210686014,micro-mass,0.3,0.2
0.6582858053518139,0.8400382682493253,0.3376751977074032,0.32731562742966935,0.3266202795923959,micro-mass,0.25,0.2
0.6295419093828907,1.0,0.22698037088102244,0.25701188350184223,0.18369156246103757,micro-mass,0.2,0.2
0.8648165496622013,0.8788152033596792,0.3137954327859674,0.3027949534195562,0.2819664421512726,micro-mass,0.3,0.3
0.7764378366366909,0.9072992110283042,0.33003825660615865,0.3144612750999797,0.3141153661234736,micro-mass,0.25,0.3
0.8748029981736589,1.0,0.23462563428110406,0.2812141813076129,0.11435151598340863,micro-mass,0.2,0.3
1.0,1.0,0.4312131239454141,0.40105908827097947,0.38995459925352766,micro-mass,0.3,0.4
1.0,1.0,0.4089551909656819,0.3885311314144733,0.3561159127766428,micro-mass,0.25,0.4
1.0,1.0,0.4780331205841444,0.46357366731863864,0.4634740385928574,micro-mass,0.2,0.4
1.0,1.0,0.4618550349122182,0.36482790776908147,0.33990762266799546,micro-mass,0.3,0.5
1.0,1.0,0.5744308322500434,0.5554669248511688,0.5553908835970688,micro-mass,0.25,0.5
1.0,1.0,0.5923420414687031,0.5766682785791869,0.5766162654477314,micro-mass,0.2,0.5
0.6656019031276181,0.8966986954067847,0.2677324827992316,0.2823851094656211,0.2523070844349423,micro-mass,0.3,0.1
0.6681457053779393,1.0,0.21255258593266635,0.27052125843790303,0.1813230204618839,micro-mass,0.25,0.1
0.5772068393791632,0.9609896590421315,0.2685948923552636,0.2587290250450247,0.2580587439867548,micro-mass,0.2,0.1
0.7267106239134117,0.9351545206850196,0.2255291600382906,0.26824124681253786,0.1842261628119348,micro-mass,0.3,0.2
0.6747535874936618,0.8776267982713118,0.3286836307516427,0.3116578196662451,0.3109467803017897,micro-mass,0.25,0.2
0.6430980719390299,1.0,0.3149213913071467,0.2946574973350093,0.2941424210475676,micro-mass,0.2,0.2
0.9066828520825011,0.9219951824595619,0.35559657217398577,0.32547588753705076,0.3040048596776304,micro-mass,0.3,0.3
0.9186025213862989,1.0,0.37443473801377686,0.34100271071431076,0.2997565780681327,micro-mass,0.25,0.3
0.8669788626528068,1.0,0.4359409284739639,0.37754160626781313,0.37687594477743747,micro-mass,0.2,0.3
1.0,1.0,0.47594995883756924,0.3826932604078087,0.3617212916423851,micro-mass,0.3,0.4
1.0,1.0,0.3597789612754898,0.26457224521803424,0.14140502259887236,micro-mass,0.25,0.4
1.0,1.0,0.5234399624898916,0.42903251697078587,0.34142341655660335,micro-mass,0.2,0.4
1.0,1.0,0.5468659794397157,0.39359092708459775,0.387674706866307,micro-mass,0.3,0.5
1.0,1.0,0.6075170343671281,0.43959334482446827,0.43834829406436737,micro-mass,0.25,0.5
1.0,1.0,0.6683346831875902,0.4294238857420889,0.42234223209221905,micro-mass,0.2,0.5
0.6982655088539489,0.8685230406074566,0.24857833851767294,0.2668089788157571,0.23317967305368217,micro-mass,0.3,0.1
0.6464759723353266,0.9221550469992646,0.27785399908882225,0.26956550184996597,0.2686045688684107,micro-mass,0.25,0.1
0.6957407956715743,1.0,0.14780934887765407,0.2506540230255719,0.07739647741218322,micro-mass,0.2,0.1
0.7757985689013395,0.9453645674584076,0.22680553992735042,0.2683254010823331,0.17577468684133757,micro-mass,0.3,0.2
0.7566567014814911,0.9547179029069789,0.38292916302853974,0.35468611348647155,0.35401485169829117,micro-mass,0.25,0.2
0.6842533317594679,1.0,0.3385022298995443,0.29581253419721193,0.29528894951784596,micro-mass,0.2,0.2
0.928947289211859,0.9451654971610305,0.3921164388816751,0.32749731996299325,0.3053148855176129,micro-mass,0.3,0.3
0.8522553369269235,0.9840070764931064,0.4253368815561328,0.3456465014045222,0.345188295825204,micro-mass,0.25,0.3
0.8868762335957118,1.0,0.36000560282106914,0.28306252015127703,0.19305089129530145,micro-mass,0.2,0.3
1.0,0.9763405081574631,0.3961861064318208,0.2391753992542455,0.20920246870717943,micro-mass,0.3,0.4
1.0,1.0,0.5809540679814086,0.43738423020670336,0.43655412300824914,micro-mass,0.25,0.4
1.0,1.0,0.630304731529952,0.4128386419226584,0.4081829283240097,micro-mass,0.2,0.4
1.0,1.0,0.636017059177638,0.472632688615675,0.4719814416505719,micro-mass,0.3,0.5
1.0,1.0,0.7180145362560864,0.5571421100123083,0.5559374294409926,micro-mass,0.25,0.5
1.0,1.0,0.7160324606140106,0.4461123913158304,0.438012624669418,micro-mass,0.2,0.5
0.6879540744342664,0.9085345278069362,0.3017642160405236,0.38591960274167386,0.27884147651851865,vehicle,0.3,0.1
0.8301079087395993,1.0,0.4120289534648156,0.5123107782273713,0.38492884700511754,vehicle,0.25,0.1
0.8381813199828478,1.0,0.36149231111929386,0.5225088144687418,0.2858405206836739,vehicle,0.2,0.1
0.7333839597722905,0.903891869868118,0.3498817929079355,0.41684459859155193,0.3286457777168673,vehicle,0.3,0.2
0.8176983354121512,1.0,0.37813280833570095,0.492920451266795,0.34461986633737857,vehicle,0.25,0.2
0.8874452774539027,1.0,0.5757600861893102,0.6057238081750823,0.5581923963641979,vehicle,0.2,0.2
0.6738897821514739,0.9085323361727946,0.2760279670732097,0.34537809575742257,0.23895189611255743,vehicle,0.3,0.3
0.8347933097780132,1.0,0.3784172356852836,0.4821090600530985,0.33605156152687876,vehicle,0.25,0.3
0.9213229808207979,1.0,0.5368866767182437,0.5958627488930135,0.4982683229059328,vehicle,0.2,0.3
0.6647709691448132,0.8900174937991528,0.2418656738884091,0.28550860948113804,0.1859337310305989,vehicle,0.3,0.4
0.9336950138652224,1.0,0.47862043474749444,0.5395586709308797,0.43899723676749763,vehicle,0.25,0.4
0.9438746340107913,1.0,0.4446793228097308,0.5550995668176225,0.35240156495310737,vehicle,0.2,0.4
0.6950099459418035,0.887679876957953,0.24145474488554747,0.25311031018987473,0.17150510835075955,vehicle,0.3,0.5
0.9576345542367618,1.0,0.4530084406161778,0.5095268126302712,0.3951088398541587,vehicle,0.25,0.5
0.9754323398491305,1.0,0.6613872248976544,0.657574610535099,0.6574712035109033,vehicle,0.2,0.5
0.7997550507635076,1.0,0.3832462586378227,0.4482837200204621,0.36623485405226786,vehicle,0.3,0.1
0.8723492876354273,1.0,0.40640057039581484,0.5187465672296824,0.37750388810651414,vehicle,0.25,0.1
0.8820643603744701,1.0,0.351011117545465,0.5308273446047947,0.26838832153018516,vehicle,0.2,0.1
0.6970286643832834,0.8898961954596745,0.26740449929346716,0.3549562033780569,0.23944213238558715,vehicle,0.3,0.2
0.8982849733350865,1.0,0.47425799061273954,0.5452769073365883,0.45165444987515246,vehicle,0.25,0.2
0.9177433037834521,1.0,0.5160046808282237,0.5846835375579678,0.47951287248364055,vehicle,0.2,0.2
0.8748838219046549,0.9608682812507044,0.455876510814118,0.48728185842909644,0.4330101540450523,vehicle,0.3,0.3
0.8737565941183218,1.0,0.37508803642641514,0.48602813021003594,0.3259081351581669,vehicle,0.25,0.3
0.9262424146333829,1.0,0.42278139630252165,0.5465958486993783,0.33195958087445326,vehicle,0.2,0.3
0.7646962066419161,0.9314269426804691,0.30928615538321125,0.34003809120578726,0.25789307584055443,vehicle,0.3,0.4
0.9112607364107436,1.0,0.4154081618497371,0.48187431669725667,0.3511359415304861,vehicle,0.25,0.4
1.0,1.0,0.5543216484547993,0.6038201199223674,0.49401929491848295,vehicle,0.2,0.4
0.805147469113943,0.9474781591945993,0.3323057717661624,0.3288749506157343,0.2625724987210387,vehicle,0.3,0.5
0.9163446705039587,1.0,0.3925061071045828,0.4389511850019447,0.2962439166690477,vehicle,0.25,0.5
1.0,1.0,0.581097950323791,0.6197917788946208,0.5072742670865444,vehicle,0.2,0.5
0.7266141728962704,1.0,0.23765384423654826,0.3538199545852398,0.21023066637255558,vehicle,0.3,0.1
0.983410697518855,1.0,0.5730452952105224,0.6145538774394308,0.5617606020742226,vehicle,0.25,0.1
0.9244086869376442,1.0,0.3258148923034542,0.5288396665065116,0.2340829842023022,vehicle,0.2,0.1
0.8372206683908429,1.0,0.36226728810435116,0.4381919436146441,0.3389635455324542,vehicle,0.3,0.2
0.926178234826487,1.0,0.40030345368873377,0.5218714052172145,0.36450176633239656,vehicle,0.25,0.2
0.9448776412768004,1.0,0.3934453465126262,0.5485310903989326,0.3125217088581565,vehicle,0.2,0.2
0.7369158039695702,0.9861207833761464,0.25648795965454396,0.3242952428460613,0.21237260750226658,vehicle,0.3,0.3
0.9399361365272445,1.0,0.43127062118619347,0.513401158665251,0.38689130284942563,vehicle,0.25,0.3
0.9885572608117018,1.0,0.47117109007833335,0.5766252657081224,0.39864822952602813,vehicle,0.2,0.3
0.7620426373253422,0.958320405398741,0.28535900550697985,0.29735857720113806,0.21474696635581955,vehicle,0.3,0.4
0.9849304466405389,1.0,0.45913051239923947,0.5201108598158988,0.4017559892433451,vehicle,0.25,0.4
1.0,1.0,0.6232425784913185,0.6441338697638316,0.5841703577687547,vehicle,0.2,0.4
